Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-10,33-268,ATL,,PHI,W (+16),1,27:41,6,11,.545,5,7,.714,0,0,,0,2,2,2,3,1,2,1,17,15.0,+17
22,22,2014-12-12,33-270,ATL,,ORL,W (+6),1,31:00,2,5,.400,2,4,.500,0,0,,1,4,5,3,3,0,1,0,6,9.3,0
23,23,2014-12-13,33-271,ATL,@,ORL,L (-1),1,31:16,2,5,.400,1,4,.250,6,6,1.000,0,1,1,4,0,0,0,1,11,11.0,+7
24,24,2014-12-15,33-273,ATL,,CHI,W (+7),1,34:37,4,9,.444,4,8,.500,0,0,,1,3,4,4,0,2,0,1,12,12.7,+12
25,25,2014-12-17,33-275,ATL,@,CLE,W (+29),1,33:04,1,3,.333,1,3,.333,1,1,1.000,0,5,5,1,1,1,2,1,4,3.8,+21
26,26,2014-12-20,33-278,ATL,@,HOU,W (+7),1,38:15,7,12,.583,4,8,.500,4,4,1.000,0,3,3,2,1,0,2,2,22,16.9,+8
27,27,2014-12-22,33-280,ATL,@,DAL,W (+3),1,31:24,4,8,.500,3,6,.500,7,8,.875,0,4,4,3,2,0,2,3,18,15.7,-3
28,28,2014-12-23,33-281,ATL,,LAC,W (+3),1,37:20,4,9,.444,4,7,.571,2,2,1.000,1,2,3,4,0,0,1,3,14,11.2,+5
29,29,2014-12-26,33-284,ATL,,MIL,L (-30),1,27:57,1,8,.125,1,6,.167,0,0,,0,3,3,4,0,0,2,2,3,-1.3,-15
30,30,2014-12-27,33-285,ATL,@,MIL,W (+5),1,34:16,2,9,.222,2,7,.286,0,1,.000,0,4,4,4,1,0,3,3,6,0.9,+18
31,31,2014-12-30,33-288,ATL,,CLE,W (+8),1,40:10,7,11,.636,5,8,.625,0,0,,1,7,8,1,0,1,2,2,19,15.5,+3
32,32,2015-01-02,33-291,ATL,@,UTA,W (+6),1,32:00,3,5,.600,1,3,.333,2,2,1.000,2,6,8,2,1,0,1,6,9,8.9,+28
33,33,2015-01-03,33-292,ATL,@,POR,W (+8),1,36:10,5,11,.455,4,9,.444,0,0,,0,8,8,1,1,1,0,1,14,12.7,+17
34,34,2015-01-05,33-294,ATL,@,LAC,W (+9),1,33:21,3,7,.429,3,6,.500,0,0,,0,3,3,4,1,0,1,2,9,8.2,+11
35,35,2015-01-07,33-296,ATL,,MEM,W (+10),1,34:00,5,10,.500,4,9,.444,0,0,,0,3,3,1,2,0,3,0,14,9.6,+13
36,36,2015-01-09,33-298,ATL,@,DET,W (+3),1,32:55,4,8,.500,3,3,1.000,0,0,,0,4,4,0,0,0,1,2,11,6.4,+8
37,37,2015-01-11,33-300,ATL,,WAS,W (+31),1,31:52,6,8,.750,5,7,.714,2,3,.667,0,3,3,4,1,0,2,2,19,17.3,+29
38,38,2015-01-13,33-302,ATL,@,PHI,W (+18),1,28:41,5,8,.625,4,7,.571,1,2,.500,0,4,4,4,0,0,2,0,15,13.0,+22
39,,2015-01-14,33-303,ATL,@,BOS,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,39,2015-01-16,33-305,ATL,@,TOR,W (+21),1,29:18,4,6,.667,3,5,.600,0,0,,0,1,1,2,1,0,5,1,11,5.7,+28
41,40,2015-01-17,33-306,ATL,@,CHI,W (+8),1,36:41,7,10,.700,7,9,.778,3,3,1.000,0,6,6,2,1,2,0,0,24,25.4,+14
42,41,2015-01-19,33-308,ATL,,DET,W (+11),1,31:32,4,8,.500,3,6,.500,2,2,1.000,0,6,6,5,0,0,2,2,13,11.5,+14
43,42,2015-01-21,33-310,ATL,,IND,W (+19),1,30:54,4,6,.667,2,4,.500,0,0,,0,4,4,2,1,0,2,3,10,7.8,+26
44,43,2015-01-23,33-312,ATL,,OKC,W (+10),1,32:50,2,5,.400,1,3,.333,0,0,,1,3,4,2,0,0,4,1,5,0.9,+8
45,44,2015-01-25,33-314,ATL,,MIN,W (+12),1,30:19,4,8,.500,4,8,.500,1,1,1.000,0,3,3,4,1,0,3,4,13,9.1,+13
46,45,2015-01-28,33-317,ATL,,BRK,W (+11),1,36:01,6,10,.600,5,8,.625,0,0,,0,2,2,3,1,2,0,2,17,16.7,-2
47,46,2015-01-30,33-319,ATL,,POR,W (+6),1,38:59,5,7,.714,2,4,.500,4,5,.800,0,6,6,1,1,0,1,1,16,14.8,+11
