Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
7,7,1999-11-12,32-168,LAL,,HOU,L (-16),1,33:42,2,12,.167,0,2,.000,7,8,.875,0,4,4,1,0,0,1,1,11,3.5,-23
8,8,1999-11-14,32-170,LAL,,ATL,W (+5),1,24:00,4,8,.500,0,2,.000,6,6,1.000,1,2,3,2,2,0,1,1,14,13.3,+12
9,9,1999-11-15,32-171,LAL,@,PHO,W (+9),1,36:26,6,16,.375,0,2,.000,11,12,.917,2,3,5,0,1,0,2,2,23,14.3,+5
10,10,1999-11-18,32-174,LAL,@,DEN,L (-11),1,31:46,1,8,.125,0,1,.000,2,2,1.000,1,1,2,4,0,0,3,2,4,-1.2,-3
11,11,1999-11-19,32-175,LAL,,CHI,W (+8),1,30:45,5,8,.625,0,1,.000,7,9,.778,0,2,2,2,1,0,3,2,17,11.8,+13
12,12,1999-11-21,32-177,LAL,,TOR,L (-9),1,41:39,10,21,.476,3,7,.429,6,7,.857,0,7,7,1,0,0,2,5,29,16.7,-1
13,13,1999-11-24,32-180,LAL,,UTA,W (+8),1,38:45,5,11,.455,1,2,.500,10,13,.769,1,4,5,3,0,0,5,1,21,12.7,+15
14,14,1999-11-26,32-182,LAL,,NJN,W (+23),1,30:42,1,7,.143,1,1,1.000,4,4,1.000,0,5,5,1,1,1,0,2,7,5.6,+14
15,15,1999-11-30,32-186,LAL,@,SEA,W (+24),1,32:38,6,14,.429,1,3,.333,6,6,1.000,0,4,4,4,1,0,1,2,19,14.8,+20
16,16,1999-12-01,32-187,LAL,,GSW,W (+18),1,27:11,4,16,.250,0,4,.000,2,2,1.000,0,4,4,1,0,0,1,1,10,0.9,+14
17,17,1999-12-03,32-189,LAL,,POR,W (+13),1,34:27,4,14,.286,1,6,.167,3,4,.750,1,7,8,0,0,0,2,1,12,3.8,+5
18,18,1999-12-05,32-191,LAL,,ORL,W (+17),1,30:23,7,13,.538,2,4,.500,8,8,1.000,0,4,4,1,2,0,3,1,24,18.2,+13
19,19,1999-12-07,32-193,LAL,,WAS,W (+11),1,33:50,5,14,.357,1,1,1.000,4,5,.800,2,6,8,1,0,0,1,3,15,8.5,+7
20,20,1999-12-08,32-194,LAL,@,SAC,L (-12),1,34:06,3,12,.250,0,2,.000,6,6,1.000,1,5,6,1,0,0,1,3,12,5.5,-12
21,21,1999-12-11,32-197,LAL,@,VAN,W (+12),1,32:31,5,15,.333,0,3,.000,12,13,.923,0,5,5,0,0,1,1,3,22,13.1,+5
22,,1999-12-12,32-198,LAL,,DET,W (+8),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
23,22,1999-12-14,32-200,LAL,,LAC,W (+27),1,17:34,8,11,.727,0,1,.000,1,3,.333,0,1,1,0,0,0,1,2,17,10.2,+15
24,23,1999-12-16,32-202,LAL,@,ATL,W (+7),1,32:13,5,17,.294,0,1,.000,1,1,1.000,0,2,2,4,0,0,1,2,11,2.7,+11
25,24,1999-12-17,32-203,LAL,@,MIN,W (+9),1,35:28,7,13,.538,1,2,.500,8,9,.889,1,4,5,2,0,0,2,2,23,16.8,-1
26,25,1999-12-19,32-205,LAL,@,TOR,W (+6),1,34:16,6,11,.545,2,3,.667,8,8,1.000,0,3,3,4,2,0,0,2,22,21.6,+8
27,26,1999-12-20,32-206,LAL,@,BOS,W (+9),1,23:15,3,9,.333,0,2,.000,3,4,.750,0,2,2,1,1,1,2,3,9,3.3,-2
28,27,1999-12-25,32-211,LAL,,SAS,W (+6),1,35:45,9,17,.529,0,2,.000,7,9,.778,0,1,1,4,1,0,1,2,25,18.2,-8
29,28,1999-12-27,32-213,LAL,,DAL,W (+2),1,29:38,4,10,.400,0,1,.000,1,3,.333,2,6,8,0,0,1,1,3,9,4.5,+13
30,29,1999-12-29,32-215,LAL,,PHO,W (+16),1,30:40,7,11,.636,1,2,.500,0,1,.000,1,2,3,5,1,0,3,2,15,11.7,+14
31,30,2000-01-04,32-221,LAL,@,LAC,W (+24),1,28:01,6,15,.400,0,2,.000,7,8,.875,1,3,4,3,0,0,1,2,19,12.4,+10
32,31,2000-01-05,32-222,LAL,,LAC,W (+17),1,27:04,3,12,.250,1,3,.333,0,0,,1,1,2,3,0,1,2,0,7,1.6,+1
33,32,2000-01-07,32-224,LAL,,CHH,W (+4),1,38:02,3,8,.375,2,2,1.000,9,9,1.000,2,6,8,3,3,0,2,2,17,18.1,+7
34,33,2000-01-08,32-225,LAL,@,SEA,W (+10),1,27:16,6,10,.600,2,6,.333,10,10,1.000,0,3,3,1,2,0,3,3,24,18.8,+6
35,34,2000-01-10,32-227,LAL,,DEN,W (+35),1,28:04,6,18,.333,0,3,.000,7,9,.778,4,2,6,7,0,0,0,1,19,15.9,+31
36,35,2000-01-12,32-229,LAL,@,MIL,W (+9),1,35:36,6,11,.545,3,3,1.000,5,7,.714,0,4,4,3,1,0,3,3,20,14.0,-2
37,36,2000-01-14,32-231,LAL,@,IND,L (-9),1,32:27,9,20,.450,3,8,.375,2,2,1.000,0,5,5,2,0,0,2,1,23,13.1,-14
38,37,2000-01-15,32-232,LAL,@,MIN,W (+13),1,28:21,6,10,.600,2,3,.667,3,3,1.000,0,0,0,2,0,0,3,3,17,9.6,+4
39,38,2000-01-17,32-234,LAL,,SEA,L (-1),1,38:30,4,13,.308,2,6,.333,3,4,.750,0,3,3,3,0,1,4,5,13,2.8,-2
40,39,2000-01-19,32-236,LAL,,CLE,W (+9),1,35:15,3,13,.231,1,4,.250,10,13,.769,0,4,4,2,0,1,0,3,17,10.0,+7
41,40,2000-01-22,32-239,LAL,,POR,L (-4),1,36:01,4,14,.286,0,1,.000,4,4,1.000,0,2,2,0,0,0,1,2,12,2.6,-7
42,41,2000-01-24,32-241,LAL,@,UTA,L (-4),1,45:31,8,17,.471,1,3,.333,3,4,.750,1,5,6,2,0,1,2,2,20,12.4,-6
43,42,2000-01-28,32-245,LAL,,MIL,W (+28),1,27:07,7,13,.538,3,6,.500,2,3,.667,1,4,5,2,1,0,4,3,19,11.4,+14
44,43,2000-01-30,32-247,LAL,@,HOU,L (-6),1,33:48,1,7,.143,0,0,,5,5,1.000,1,4,5,3,1,0,1,3,7,5.3,-6
45,44,2000-02-01,32-249,LAL,@,SAS,L (-24),1,23:02,2,7,.286,1,2,.500,0,0,,0,2,2,3,0,0,0,3,5,2.4,-10
46,45,2000-02-04,32-252,LAL,,UTA,W (+46),1,25:57,3,6,.500,3,5,.600,11,14,.786,0,3,3,1,0,1,0,1,20,17.7,+24
47,46,2000-02-07,32-255,LAL,,DEN,W (+8),1,25:05,5,12,.417,1,2,.500,0,0,,0,5,5,0,0,0,0,1,11,5.7,-2
48,47,2000-02-09,32-257,LAL,,MIN,W (+33),1,26:27,0,6,.000,0,2,.000,7,7,1.000,2,2,4,1,1,0,1,2,7,4.7,+15
49,48,2000-02-15,32-263,LAL,@,CHI,W (+12),1,25:27,6,12,.500,1,2,.500,0,0,,1,2,3,1,1,1,0,3,13,9.5,0
50,49,2000-02-16,32-264,LAL,@,CHH,W (+7),1,36:10,8,15,.533,1,2,.500,4,5,.800,1,7,8,1,0,0,1,2,21,15.0,+1
51,50,2000-02-18,32-266,LAL,@,ORL,W (+8),1,38:52,9,18,.500,2,4,.500,6,6,1.000,0,3,3,0,2,0,3,2,26,16.1,+12
52,51,2000-02-20,32-268,LAL,@,PHI,W (+3),1,39:36,7,11,.636,2,5,.400,2,4,.500,0,3,3,5,3,0,3,3,18,15.5,+5
53,52,2000-02-22,32-270,LAL,@,NJN,W (+8),1,33:39,5,13,.385,1,3,.333,4,4,1.000,0,6,6,2,1,0,2,3,15,8.9,+2
54,53,2000-02-23,32-271,LAL,@,CLE,W (+18),1,31:05,4,11,.364,2,3,.667,4,4,1.000,0,2,2,2,1,0,1,0,14,9.9,+9
