Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
31,31,2021-12-19,29-002,SAC,,SAS,W (+7),1,39:31,10,18,.556,7,9,.778,2,2,1.000,1,2,3,4,1,0,1,2,29,23.7,-1
32,32,2021-12-20,29-003,SAC,@,GSW,L (-15),1,39:54,6,15,.400,6,13,.462,0,0,,0,5,5,2,4,0,5,3,18,10.6,-13
33,33,2021-12-22,29-005,SAC,,LAC,L (-16),1,43:20,5,22,.227,5,18,.278,1,2,.500,3,3,6,3,1,2,0,3,16,8.5,-9
34,34,2021-12-26,29-009,SAC,,MEM,L (-25),0,23:53,0,3,.000,0,2,.000,2,2,1.000,0,2,2,1,0,0,1,1,2,-0.2,-17
35,35,2021-12-28,29-011,SAC,,OKC,W (+6),0,25:24,7,14,.500,3,7,.429,4,4,1.000,1,1,2,0,0,1,1,3,21,13.5,+13
36,36,2021-12-29,29-012,SAC,,DAL,W (+1),0,22:47,1,5,.200,1,4,.250,0,0,,0,1,1,1,0,0,2,1,3,-1.5,-4
37,37,2021-12-31,29-014,SAC,,DAL,L (-16),0,25:48,3,7,.429,1,4,.250,1,1,1.000,0,0,0,3,1,0,2,0,8,5.4,-15
38,38,2022-01-02,29-016,SAC,,MIA,W (+2),0,33:18,9,18,.500,7,14,.500,1,1,1.000,0,6,6,3,0,0,1,2,26,19.1,+7
39,39,2022-01-04,29-018,SAC,@,LAL,L (-8),0,32:38,8,18,.444,7,13,.538,3,3,1.000,1,4,5,2,1,1,0,1,26,21.2,-4
40,40,2022-01-05,29-019,SAC,,ATL,L (-6),0,28:39,3,8,.375,2,5,.400,3,4,.750,0,6,6,1,0,0,1,4,11,6.1,-2
41,41,2022-01-07,29-021,SAC,@,DEN,L (-10),0,27:20,2,9,.222,2,7,.286,1,1,1.000,0,2,2,2,2,1,2,0,7,4.2,-11
42,42,2022-01-09,29-023,SAC,@,POR,L (-15),0,29:02,4,13,.308,2,8,.250,0,0,,1,6,7,2,2,0,2,3,10,5.2,-15
43,43,2022-01-10,29-024,SAC,,CLE,L (-1),0,27:16,7,11,.636,5,8,.625,0,0,,0,3,3,3,2,1,0,2,19,19.0,+2
44,44,2022-01-12,29-026,SAC,,LAL,W (+9),0,28:51,4,8,.500,2,5,.400,0,0,,1,3,4,1,0,0,1,2,10,6.5,-1
45,45,2022-01-14,29-028,SAC,,HOU,W (+12),0,32:06,5,13,.385,4,10,.400,5,6,.833,1,5,6,1,1,0,0,2,19,14.6,+12
46,46,2022-01-16,29-030,SAC,,HOU,L (-6),0,29:53,9,16,.563,5,9,.556,4,5,.800,0,5,5,2,4,0,3,3,27,21.7,0
47,47,2022-01-19,29-033,SAC,,DET,L (-2),0,19:16,0,2,.000,0,2,.000,2,2,1.000,1,0,1,2,0,0,2,2,2,-0.1,-13
48,48,2022-01-22,29-036,SAC,@,MIL,L (-6),0,28:45,2,11,.182,2,7,.286,0,0,,3,5,8,2,0,0,1,3,6,1.9,+4
49,49,2022-01-25,29-039,SAC,@,BOS,L (-53),0,24:02,4,14,.286,3,9,.333,0,0,,2,3,5,1,1,0,2,2,11,4.0,-11
50,50,2022-01-26,29-040,SAC,@,ATL,L (-17),0,30:19,3,12,.250,1,8,.125,1,1,1.000,3,5,8,4,0,0,3,4,8,2.6,-12
51,51,2022-01-29,29-043,SAC,@,PHI,L (-2),0,23:29,1,8,.125,0,7,.000,0,0,,2,6,8,3,1,0,3,2,2,-0.7,+1
52,52,2022-01-31,29-045,SAC,@,NYK,L (-20),0,27:30,4,13,.308,3,12,.250,0,0,,0,5,5,0,1,1,2,2,11,3.9,-18
53,53,2022-02-02,29-047,SAC,,BRK,W (+11),0,27:15,7,16,.438,3,9,.333,1,1,1.000,1,0,1,0,0,0,2,0,18,8.3,+12
54,54,2022-02-03,29-048,SAC,@,GSW,L (-12),0,26:30,2,8,.250,2,6,.333,0,0,,0,2,2,1,0,0,1,2,6,0.7,-11
55,55,2022-02-05,29-050,SAC,,OKC,W (+10),0,20:09,3,6,.500,3,6,.500,0,0,,1,2,3,0,1,0,3,2,9,4.5,+3
56,,2022-02-08,29-053,SAC,,MIN,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
57,56,2022-02-11,29-056,IND,,CLE,L (-7),1,39:44,6,17,.353,4,10,.400,0,1,.000,1,8,9,8,0,0,1,4,16,12.2,+1
58,57,2022-02-13,29-058,IND,,MIN,L (-9),1,39:59,6,19,.316,1,13,.077,0,0,,2,6,8,1,1,1,2,3,13,4.5,+8
