Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
30,22,2009-12-30,24-238,NOH,,MIA,W (+4),1,37:14,7,12,.583,1,1,1.000,3,3,1.000,0,5,5,9,4,0,2,4,18,20.6,+10
31,23,2010-01-02,24-241,NOH,,HOU,W (+4),1,43:09,9,21,.429,1,2,.500,9,10,.900,0,2,2,9,2,1,1,3,28,23.9,+8
32,24,2010-01-04,24-243,NOH,@,UTA,W (+4),1,38:43,5,15,.333,0,4,.000,2,2,1.000,3,3,6,9,3,0,2,4,12,12.2,+3
33,25,2010-01-06,24-245,NOH,@,OKC,W (+5),1,39:12,5,15,.333,0,2,.000,4,4,1.000,1,3,4,13,3,0,1,3,14,17.0,+4
34,26,2010-01-08,24-247,NOH,,NJN,W (+4),1,40:18,4,9,.444,1,2,.500,2,5,.400,1,4,5,18,3,0,3,1,11,19.2,+7
35,27,2010-01-10,24-249,NOH,@,WAS,W (+5),1,41:36,10,20,.500,2,4,.500,4,6,.667,1,2,3,14,3,0,3,3,26,25.1,-1
36,28,2010-01-11,24-250,NOH,@,PHI,L (-4),1,40:54,5,13,.385,2,3,.667,1,1,1.000,1,4,5,14,2,0,1,2,13,17.8,+13
37,29,2010-01-13,24-252,NOH,,LAC,W (+14),1,37:59,7,11,.636,1,3,.333,0,0,,0,2,2,15,4,0,0,2,15,24.4,+27
38,30,2010-01-15,24-254,NOH,@,DET,L (-6),1,46:34,7,14,.500,2,4,.500,8,10,.800,0,5,5,14,4,0,3,6,24,26.1,-1
39,31,2010-01-16,24-255,NOH,@,IND,W (+5),1,38:52,8,19,.421,0,2,.000,6,6,1.000,0,8,8,11,2,1,2,1,22,22.3,+3
40,32,2010-01-18,24-257,NOH,,SAS,L (-7),1,37:12,7,16,.438,1,3,.333,3,3,1.000,0,4,4,9,0,0,3,6,18,11.7,-16
41,33,2010-01-20,24-259,NOH,,MEM,W (+2),1,41:53,7,14,.500,0,2,.000,7,8,.875,0,6,6,13,0,0,4,2,21,19.7,+3
42,34,2010-01-22,24-261,NOH,@,MIN,W (+2),1,37:23,7,14,.500,2,4,.500,7,8,.875,1,3,4,9,1,0,4,1,23,20.1,-9
43,35,2010-01-23,24-262,NOH,@,DEN,L (-6),1,44:32,10,18,.556,1,4,.250,5,5,1.000,0,3,3,10,2,0,3,3,26,23.1,-6
44,36,2010-01-25,24-264,NOH,@,POR,W (+1),1,42:24,9,17,.529,3,5,.600,3,3,1.000,0,7,7,12,5,0,2,0,24,29.2,+6
45,37,2010-01-27,24-266,NOH,@,GSW,W (+13),1,37:33,14,19,.737,1,4,.250,9,9,1.000,1,5,6,9,3,0,7,3,38,33.6,+20
46,38,2010-01-29,24-268,NOH,,CHI,L (-2),1,47:50,6,13,.462,3,5,.600,3,3,1.000,0,3,3,12,2,0,3,2,18,18.8,+2
47,,2010-01-30,24-269,NOH,@,MEM,W (+7),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
